,Focinho_OrelhaE,Focinho_OrelhaE,Focinho_OrelhaE,OrelhaE_OrelhaD,OrelhaE_OrelhaD,OrelhaE_OrelhaD,Centro_Rabo,Centro_Rabo,Centro_Rabo,OrelhaD_Centro,OrelhaD_Centro,OrelhaD_Centro,Focinho_OrelhaD,Focinho_OrelhaD,Focinho_OrelhaD,OrelhaE_Centro,OrelhaE_Centro,OrelhaE_Centro
,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood
0,38.23534341612911,292.7403794616106,0.9998503923416138,20.91945217431938,166.4040193747717,0.9980626702308655,25.34537775414042,277.8659375398153,0.9999995231628418,37.12264743339184,301.3814159581093,0.9999809265136719,30.84945342109995,259.6298068962317,0.9980626702308655,26.79347144343698,267.8562475044649,0.9999809265136719
1,38.48409210885778,292.5852434026215,0.9999983310699463,20.94946423345872,166.06868628776695,0.9915721416473389,23.05146407271723,281.1651288891745,0.9999994039535522,37.089552009160435,301.4126056220425,0.9999921321868896,30.99053884553981,259.67753626899383,0.9915721416473389,26.62867058787766,267.84297388898574,0.9999921321868896
2,39.41928758800136,292.0209775218764,0.9999980926513672,20.94946423345872,166.06868628776695,0.991588294506073,23.75953147428751,281.09089378310455,0.9999995231628418,36.467276981749585,302.01160922717406,0.9999924898147583,31.98549490398831,260.00198590834134,0.991588294506073,25.897727695597872,267.7820635227053,0.9999924898147583
3,38.54945691712541,287.4176631773337,0.9999966621398926,27.723749248640974,166.89270147945035,0.999996542930603,21.02588753523346,284.96348331000706,0.9999995231628418,43.00115829542037,313.1599468168256,0.9999959468841553,34.19087787175591,243.1129177291885,0.999996542930603,25.19580796869518,275.4954815998483,0.9999959468841553
4,38.29686449072512,287.5563210518861,0.9999966621398926,27.706503662820797,167.13815102920844,0.9999964237213135,21.020047184004323,284.97221560323703,0.9999995231628418,42.927367295938204,313.2894367913618,0.9999959468841553,34.05646828234996,243.00370542284085,0.9999964237213135,25.196102178719112,275.5190518374159,0.9999959468841553
5,38.96129057096864,288.62163599495034,0.999991774559021,27.24973120645769,169.72719005040196,0.9999973773956299,22.588136950068996,293.98547076173077,0.9999992847442627,41.464683631507185,315.5540281364282,0.9999923706054688,35.135782295056416,245.8555244134489,0.9999973773956299,24.335856914429893,276.5812542266022,0.9999923706054688
6,38.534304010866606,288.8453586036324,0.999991774559021,27.172683946901397,170.66724261801258,0.9999973773956299,22.289396485392313,292.1964453145039,0.9999992847442627,42.015412226431685,316.28626834187634,0.9999923706054688,35.13338842812524,245.8646002436671,0.9999973773956299,24.883813983797452,278.21546922293413,0.9999923706054688
7,39.45183883083673,292.42710073952594,0.9999921321868896,26.825864359135807,171.60447066568062,0.999981164932251,20.581755793186904,298.7291804913229,0.9999985694885254,44.48386713165566,320.4737727308241,0.9999839067459106,34.51863622415988,250.5622242613222,0.999981164932251,25.6028134456294,287.67509403438424,0.9999839067459106
8,38.63868350577675,305.4020228116095,0.999967098236084,26.636397184177763,185.31305146105782,0.9999938011169434,19.812755973454856,299.9554575779317,0.9999974966049194,45.17459292396342,322.77480596250564,0.999981164932251,34.21232691072269,263.0527251664942,0.9999938011169434,31.25720140785655,287.5955914720829,0.999981164932251
9,38.63687041954521,305.38741757596125,0.999966025352478,26.6229229468864,185.31650676611116,0.9999939203262329,19.808988271019242,299.96173830558564,0.9999974966049194,45.183674189032274,322.78642127099266,0.9999815225601196,34.21632868577025,263.06110919684124,0.9999939203262329,31.263791561943957,287.6424024360706,0.9999815225601196
10,36.90044004784297,307.37356908474345,0.9998815059661865,28.060939190141443,189.52015985023777,0.9999960660934448,20.078151121017008,292.4925147796497,0.9999985694885254,45.59668670056274,326.863308023737,0.9999871253967285,34.37297209754392,261.171357045171,0.9999960660934448,31.377414491258893,289.56350914271763,0.9999871253967285
11,36.945195026800434,307.6669915956267,0.9998816251754761,28.13240781425855,189.66029591099147,0.999996542930603,20.0356576083883,291.9614256243897,0.9999985694885254,45.69160411356466,327.100934293955,0.9999861717224121,34.355027849658256,261.36616668620906,0.999996542930603,31.39332830267309,289.7929828845712,0.9999861717224121
