,Focinho_OrelhaE,Focinho_OrelhaE,Focinho_OrelhaE,OrelhaE_OrelhaD,OrelhaE_OrelhaD,OrelhaE_OrelhaD,Centro_Rabo,Centro_Rabo,Centro_Rabo,OrelhaD_Centro,OrelhaD_Centro,OrelhaD_Centro,Focinho_OrelhaD,Focinho_OrelhaD,Focinho_OrelhaD,OrelhaE_Centro,OrelhaE_Centro,OrelhaE_Centro
,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood
0,46.25759867275015,84.22423992223672,0.9999861717224121,45.50966977389753,316.0398763728903,0.9954178333282471,68.84415426086336,15.784823280341511,0.9999990463256836,57.725791037792206,42.12714064241714,0.99953293800354,40.10101458370081,21.09333446548717,0.9954178333282471,75.90734896805617,5.389990236784084,0.99953293800354
1,47.38120599308802,83.50029262745467,0.9999927282333374,46.031717373225916,314.7678244578552,0.9986144304275513,68.62669155576812,15.836153461519011,0.9999990463256836,57.60503126956602,42.2358664437191,0.9998175501823425,40.430343175031,20.858518750152438,0.9986144304275513,75.30963593921884,4.600359018408104,0.9998175501823425
2,48.49396619861792,83.26114052110053,0.9999969005584717,46.21293771696313,314.64357648169573,0.9967315196990967,68.23314061753354,15.542538647563278,0.9999988079071045,57.23689840036255,41.97729867530652,0.9996228218078613,41.10885134065844,21.81847000045618,0.9967315196990967,75.21827648494796,4.118376676196034,0.9996228218078613
3,48.191298809157466,82.00457128273491,0.9999830722808838,44.91628411294023,313.8201780493151,0.9964770674705505,66.86839746378747,15.795566798022087,0.9999974966049194,57.641462586496694,41.616519971598606,0.9998663663864136,40.7874870402457,22.05415990747737,0.9964770674705505,74.42523974424013,4.526974720800687,0.9998663663864136
4,49.19014400559696,81.40821220839823,0.9999891519546509,44.91628411294023,313.8201780493151,0.998428463935852,65.37155859277316,16.167037633305053,0.9999994039535522,58.39404451630667,40.96382100793121,0.9999328851699829,41.733891022518804,22.886034870865565,0.998428463935852,75.42374342164791,4.466921437992162,0.9999328851699829
5,49.30104607779286,80.59347695793774,0.9999784231185913,44.989446788913355,314.4865759281705,0.9999043941497803,64.9024375707354,15.84103113510162,0.9999986886978149,58.08209961491994,41.46001152196623,0.9997739195823669,42.90110912876233,22.68001629333404,0.9999043941497803,75.32274920818858,4.843525995541449,0.9997739195823669
6,48.473132469876106,80.27317721399551,0.9999737739562988,44.35202881896489,316.1763198280357,0.9997449517250061,63.61250659402438,17.686580453639074,0.999998927116394,58.88521538483941,40.53253806522591,0.9995088577270508,43.661507271267084,23.00743400411683,0.9997449517250061,77.12492193323587,5.6231820078878245,0.9995088577270508
7,48.691372803715964,78.69464522633415,0.9999938011169434,44.51002938997027,316.42404310175715,0.9992239475250244,63.87430088244766,17.62348815656932,0.9999992847442627,57.24723553919606,41.949425999109295,0.9999475479125977,45.14108621277332,22.21231241031312,0.9992239475250244,75.20623272107464,5.789883993668131,0.9999475479125977
8,48.01962293394871,78.90588743553349,0.9999953508377075,44.333850256610575,316.38791397997704,0.9997287392616272,63.77598940363446,17.719921298334246,0.9999991655349731,57.48293617236605,42.44126489529825,0.9999306201934814,44.525716680106065,21.809110124199055,0.9997287392616272,74.97055449744963,6.287958975765346,0.9999306201934814
9,48.18660530061886,78.43606853081904,0.9999971389770508,44.70479623987425,315.2799443074937,0.9996908903121948,64.00875018874719,16.902054507574334,0.9999995231628418,58.679778110290464,44.256958649569626,0.9999376535415649,44.31859622674491,20.819938203035594,0.9996908903121948,74.40096962287664,7.332086198294348,0.9999376535415649
10,47.02290970532567,82.95878704403154,0.9999918937683105,45.50450998798607,315.5963566282617,0.9997398257255554,64.14696176546013,17.283888287832884,0.9999994039535522,58.798421173448745,45.41273551464553,0.9998788833618164,41.04599768648916,21.177734861917344,0.9997398257255554,74.4651876924007,7.7450135753810425,0.9998788833618164
11,47.59739382631969,83.04419465410568,0.9999918937683105,46.34831893843395,316.60926567544215,0.999739944934845,64.34388908073147,17.232917973343206,0.9999994039535522,57.84079460223721,46.38349412461712,0.9998794794082642,42.3471335780924,21.335608133095707,0.999739944934845,74.26204598405236,7.766330371428596,0.9998794794082642
12,47.597857778175,83.04811158730772,0.9999752044677734,46.34840764526944,316.60936934127574,0.9993836879730225,63.918516999352754,17.91043858784186,0.9999995231628418,57.98241113548964,46.23682477413964,0.9998488426208496,42.34460190456227,21.338187450338218,0.9993836879730225,74.46530864914442,7.745000917680172,0.9998488426208496
13,48.431943311674985,83.54983390839107,0.9999979734420776,46.354492195737436,316.79765689343924,0.9997410178184509,64.71031490843549,17.78544872918909,0.9999988079071045,56.77070256787225,46.078766417467584,0.999954342842102,42.517435115274225,22.67723746027248,0.9997410178184509,73.74067201990964,7.134398439296705,0.999954342842102
14,47.533091759793216,84.75552845855961,0.9999955892562866,45.64231878071717,320.0782683324151,0.9987984895706177,64.59330018418177,17.446707351050662,0.9999991655349731,55.314322311277934,44.61375121060126,0.9999469518661499,43.28862280399453,24.634005292461666,0.9987984895706177,74.99160846229239,7.3225426423743265,0.9999469518661499
15,48.88262400286721,87.38044186275968,0.9999916553497314,47.1395694441344,323.89878760793323,0.9989802241325378,66.53244249042618,16.92483050152146,0.9999984502792358,52.778722718718434,45.02014639218589,0.9996992349624634,45.48865069943205,27.573798464402266,0.9989802241325378,75.99821293686678,7.2250338730404975,0.9996992349624634
16,49.70334626761361,85.78686144611794,0.9999916553497314,47.777558644831096,322.35666134330023,0.9989499449729919,66.59878471200344,17.025166395455383,0.9999984502792358,52.89578734174106,44.69365637538453,0.9996999502182007,46.22304557572501,26.174327908747717,0.9989499449729919,75.85943159394456,6.070719344710793,0.9996999502182007
17,49.877656920028436,87.80697053935259,0.9999887943267822,47.61581861364508,322.5013574105722,0.9252187013626099,66.37613417243831,16.817172503145315,0.9999991655349731,54.071567903102256,43.225366374696755,0.9992924928665161,44.83172170990527,27.72263190973005,0.9252187013626099,77.59524213533984,5.951959140702328,0.9992924928665161
18,50.83133235989012,89.69825378253189,0.9999935626983643,46.03518815397566,319.39332493113926,0.9898133873939514,66.2221665219423,16.370664221798954,0.9999988079071045,56.452107239651966,40.97879156265188,0.9987687468528748,40.93581498332771,30.64882247073095,0.9898133873939514,77.88876347055867,5.198741747795488,0.9987687468528748
19,50.91848921676261,90.0644213933217,0.9999881982803345,45.90070621260572,319.18083272041343,0.9926915764808655,64.3380417565945,17.055070087548508,0.999998927116394,57.73551743535935,39.67038954312131,0.9997329115867615,40.49772957028316,31.093293001235715,0.9926915764808655,79.4732864287632,4.946438238692538,0.9997329115867615
20,51.12553944236076,90.71289745507087,0.999982476234436,46.202816726288596,319.17158472231483,0.9965723752975464,64.3380417565945,17.055070087548508,0.9999990463256836,58.19217283143831,39.29849763724089,0.9998511075973511,40.19406384126411,31.354707735013346,0.9965723752975464,80.26862806073994,4.751799859686111,0.9998511075973511
21,51.26438521860719,90.71110296879412,0.9999877214431763,44.950890651662704,317.98641294607205,0.996941864490509,64.0015562958385,17.14750497763978,0.9999986886978149,59.24858527343672,38.14670449761439,0.9987962245941162,39.00878934030584,32.875375713415146,0.996941864490509,80.25736634372647,4.653004657013703,0.9987962245941162
22,50.62452978810591,90.59214979650048,0.9999924898147583,44.38837414507934,316.7645549026049,0.9973957538604736,66.85954895211975,18.07632310839811,0.9999983310699463,58.27050365596367,37.70551678548251,0.9982910752296448,37.69513023658528,32.43208661986039,0.9973957538604736,78.61481706533571,3.8163414235949324,0.9982910752296448
23,51.470227478560226,94.3740885294981,0.9999939203262329,43.235311075578096,315.31033518685115,0.9944775700569153,68.72395198791757,17.569712074651648,0.9999979734420776,60.708800425510205,35.947160286386314,0.9990221261978149,34.003997371076025,37.95600029310125,0.9944775700569153,80.0556425161142,3.7475566538512237,0.9990221261978149
24,52.991647331256466,96.49191380189558,0.9999909400939941,44.034167235609296,316.40230478631577,0.999405026435852,68.5992706430463,16.77909287393514,0.999997615814209,61.22821965724517,35.15376590365283,0.9993290901184082,34.16713530687423,40.71323191380185,0.999405026435852,82.09596255551877,3.4134143128796843,0.9993290901184082
25,51.34844982452472,96.23787769407178,0.9999909400939941,42.195715437481795,319.08903216390985,0.9976849555969238,68.60571406081716,15.982750056557963,0.9999980926513672,60.20000706538888,33.73740295477446,0.999344527721405,35.21717323483776,41.6641417144356,0.9976849555969238,82.15537539684863,4.049005673716943,0.999344527721405
26,53.625811181436795,95.97198462752078,0.9999909400939941,42.195715437481795,319.08903216390985,0.9976818561553955,68.7962309204837,16.443493372003054,0.9999980926513672,60.20098883933289,33.73733773806712,0.9993442893028259,36.77952955241349,44.33054727422542,0.9976818561553955,82.15626223473097,4.049303273204636,0.9993442893028259
