Observation id                                                                    	 Observation date   	 Description	 Observation type	 Source                                                                                      	 Time offset (s)	 Coding duration	 Media duration (s)	 FPS (frame/s)	 Subject         	 Observation duration by subject by observation	 Behavior           	 Behavioral category	 Behavior type	 Start (s)	 Stop (s)	 Duration (s)	 Media file name                                                                   	 Image index start	 Image index stop	 Image file path start	 Image file path stop	 Comment start	 Comment stop
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	    37.100	   37.800	        0.700	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              1113	 1134            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    41.533	   42.033	        0.500	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              1246	 1261            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    45.000	   45.433	        0.433	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              1350	 1363            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    58.867	   60.733	        1.866	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              1766	 1822            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    62.367	   63.000	        0.633	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              1871	 1890            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    74.367	   74.800	        0.433	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              2231	 2244            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    78.467	   79.933	        1.466	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              2354	 2398            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    84.367	   84.833	        0.466	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              2531	 2545            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	    91.567	   92.067	        0.500	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              2747	 2762            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	    92.833	   93.833	        1.000	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              2785	 2815            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   101.733	  102.333	        0.600	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3052	 3070            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   103.500	  105.100	        1.600	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3105	 3153            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   105.967	  107.000	        1.033	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3179	 3210            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   109.767	  110.233	        0.466	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3293	 3307            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   111.233	  112.400	        1.167	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3337	 3372            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   113.000	  113.833	        0.833	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3390	 3415            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   117.900	  118.400	        0.500	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3537	 3552            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   128.800	  129.267	        0.467	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              3864	 3878            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   140.133	  140.500	        0.367	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              4204	 4215            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   142.133	  142.967	        0.834	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              4264	 4289            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   150.367	  153.267	        2.900	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              4511	 4598            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   159.933	  161.600	        1.667	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              4798	 4848            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   163.267	  165.633	        2.366	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              4898	 4969            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   168.533	  169.300	        0.767	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5056	 5079            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   172.033	  172.533	        0.500	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5161	 5176            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   174.867	  175.433	        0.566	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5246	 5263            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   179.000	  183.033	        4.033	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5370	 5491            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   188.300	  189.100	        0.800	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5649	 5673            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   191.667	  193.100	        1.433	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5750	 5793            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   194.900	  196.167	        1.267	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5847	 5885            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Grooming           	 Maintenance        	 STATE        	   198.033	  198.633	        0.600	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              5941	 5959            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Grooming           	 Maintenance        	 STATE        	   201.733	  202.167	        0.434	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              6052	 6065            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   214.700	  215.300	        0.600	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              6441	 6459            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   217.433	  218.533	        1.100	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              6523	 6556            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   221.200	  222.567	        1.367	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              6636	 6677            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   226.533	  227.100	        0.567	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              6796	 6813            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   244.100	  244.700	        0.600	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              7323	 7341            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   249.067	  249.667	        0.600	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              7472	 7490            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   253.233	  253.900	        0.667	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              7597	 7617            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   255.033	  258.133	        3.100	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              7651	 7744            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   263.033	  263.700	        0.667	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              7891	 7911            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   267.667	  268.700	        1.033	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              8030	 8061            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Supported Rearing  	 General activity   	 STATE        	   279.300	  280.500	        1.200	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              8379	 8415            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Unsupported Rearing	 Not defined        	 STATE        	   287.567	  288.100	        0.533	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              8627	 8643            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	 2026-01-15 20:27:25	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	             0.0	         256.967	            306.233	       306.233	 No focal subject	                                         47.631	 Grooming           	 Maintenance        	 STATE        	   291.667	  294.067	        2.400	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 14-42-49_A2CX1.mp4	              8750	 8822            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 15-46-37_A1CX4.mp4	 2026-01-15 20:27:26	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 15-46-37_A1CX4.mp4	             0.0	         283.233	            311.467	       311.467	 No focal subject	                                         52.63 	 Supported Rearing  	 General activity   	 STATE        	    25.300	   26.133	        0.833	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 15-46-37_A1CX4.mp4	               759	 784             	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 15-46-37_A1CX4.mp4	 2026-01-15 20:27:26	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 15-46-37_A1CX4.mp4	             0.0	         283.233	            311.467	       311.467	 No focal subject	                                         52.63 	 Unsupported Rearing	 Not defined        	 STATE        	    47.867	   48.200	        0.333	 F:\Mestrado\comportamentos\Basal\merged\tra\1_LEVA_1_2024-06-04 15-46-37_A1CX4.mp4	              1436	 1446            	                      	                     	              	 
