scorer,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000,DLC_resnet50_c57_social_a_and_bAug20shuffle1_2300000
bodyparts,Focinho,Focinho,Focinho,OrelhaE,OrelhaE,OrelhaE,OrelhaD,OrelhaD,OrelhaD,Centro,Centro,Centro,Rabo,Rabo,Rabo
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,408.5593566894531,565.9742431640625,0.9999974966049194,442.4723815917969,570.8869018554688,0.9999986886978149,441.0577087402344,540.31982421875,0.9998688697814941,485.8893737792969,555.6282958984375,0.9999916553497314,521.6961059570312,541.4354248046875,0.9999721050262451
1,408.7452087402344,566.202392578125,0.9999974966049194,443.2497863769531,572.2167358398438,0.9999983310699463,442.49169921875,541.29248046875,0.9999324083328247,486.10589599609375,556.1796264648438,0.999993085861206,520.7130737304688,540.7117309570312,0.9999891519546509
2,408.6844787597656,566.2969970703125,0.9999974966049194,443.2392272949219,572.1908569335938,0.9999984502792358,442.15191650390625,541.5977172851562,0.9999345541000366,486.19317626953125,556.1600952148438,0.9999924898147583,520.6846923828125,540.9207153320312,0.9999890327453613
3,408.64678955078125,565.8074951171875,0.9999977350234985,442.77685546875,572.3466796875,0.9999980926513672,442.346435546875,539.05078125,0.9998706579208374,486.3276672363281,556.3634033203125,0.9999841451644897,520.4942016601562,541.232177734375,0.999983549118042
4,408.4060363769531,565.7853393554688,0.9999979734420776,442.4874267578125,572.0796508789062,0.9999983310699463,444.0197448730469,537.5866088867188,0.9999510049819946,486.1755065917969,557.3992309570312,0.9999909400939941,521.1129150390625,541.3396606445312,0.99997878074646
5,408.5743713378906,565.8090209960938,0.9999979734420776,442.50323486328125,571.9715576171875,0.9999984502792358,444.1426086425781,537.6118774414062,0.9999505281448364,486.2879333496094,557.436767578125,0.9999908208847046,521.0174560546875,541.3282470703125,0.9999805688858032
6,408.0315246582031,565.9746704101562,0.9999977350234985,442.6919250488281,572.9823608398438,0.999997615814209,440.7345275878906,543.3306274414062,0.9999507665634155,485.81146240234375,555.9336547851562,0.9999843835830688,521.1000366210938,541.9537963867188,0.999968409538269
7,408.0311279296875,565.9755249023438,0.9999977350234985,442.6912841796875,572.9817504882812,0.999997615814209,440.7372741699219,543.32861328125,0.999950647354126,485.8155517578125,555.93603515625,0.9999843835830688,521.1010131835938,541.9554443359375,0.999968409538269
8,409.3213806152344,566.248046875,0.9999974966049194,442.8995666503906,573.1261596679688,0.9999979734420776,442.4984130859375,541.29345703125,0.9998795986175537,485.6103210449219,556.1533813476562,0.9999921321868896,521.3521728515625,541.9976806640625,0.9999792575836182
9,409.3188171386719,566.2459716796875,0.9999974966049194,442.8963623046875,573.11962890625,0.9999979734420776,442.49493408203125,541.2769165039062,0.9998788833618164,485.596435546875,556.1456909179688,0.9999921321868896,521.3526611328125,542.001708984375,0.9999792575836182
10,408.9197692871094,565.547607421875,0.9999985694885254,442.7997131347656,571.1788330078125,0.999998927116394,442.6649475097656,539.6685791015625,0.9999455213546753,486.6510009765625,555.9190673828125,0.9999922513961792,522.4030151367188,540.4744262695312,0.9999566078186035
11,409.1216735839844,565.6981811523438,0.9999985694885254,442.7745056152344,571.1746826171875,0.999998927116394,442.77166748046875,539.3894653320312,0.999947190284729,486.59521484375,555.8585205078125,0.9999915361404419,522.4652709960938,540.5476684570312,0.9999550580978394
12,409.1372985839844,566.0208129882812,0.9999983310699463,443.6844177246094,572.3643798828125,0.9999988079071045,441.722900390625,541.9952392578125,0.9999327659606934,487.07977294921875,555.9397583007812,0.9999911785125732,523.2730102539062,540.9012451171875,0.9999853372573853
13,409.1401672363281,566.0184326171875,0.9999983310699463,443.6819763183594,572.362548828125,0.9999988079071045,441.7276611328125,541.9739379882812,0.9999327659606934,487.0912170410156,555.9264526367188,0.9999912977218628,523.2554321289062,540.8956298828125,0.9999852180480957
14,408.4568786621094,565.390625,0.9999971389770508,442.30828857421875,572.1972045898438,0.9999982118606567,441.0399475097656,542.6354370117188,0.9998977184295654,486.28387451171875,555.9559936523438,0.9999898672103882,522.7443237304688,541.0699462890625,0.9999692440032959
15,408.1849365234375,566.065673828125,0.9999984502792358,443.515380859375,572.138916015625,0.9999986886978149,441.64495849609375,542.2943725585938,0.9999034404754639,485.84503173828125,555.9735107421875,0.9999895095825195,521.5223388671875,540.7842407226562,0.9999701976776123
16,408.1841735839844,566.0643920898438,0.9999984502792358,443.51580810546875,572.1402587890625,0.9999986886978149,441.64312744140625,542.2996826171875,0.9999033212661743,485.84173583984375,555.9744873046875,0.9999895095825195,521.493408203125,540.7777099609375,0.9999709129333496
17,408.4644470214844,565.7401123046875,0.9999978542327881,443.20684814453125,572.051513671875,0.9999986886978149,441.899169921875,541.82861328125,0.9999555349349976,485.70684814453125,556.2855834960938,0.9999922513961792,521.2299194335938,540.8772583007812,0.9999747276306152
18,408.46527099609375,565.7396850585938,0.9999978542327881,443.20733642578125,572.0487670898438,0.9999986886978149,441.8997497558594,541.833984375,0.9999556541442871,485.6994323730469,556.2924194335938,0.9999922513961792,521.2443237304688,540.8868408203125,0.9999747276306152
19,409.431884765625,566.210693359375,0.9999990463256836,443.96441650390625,571.7645263671875,0.999998927116394,442.14068603515625,541.1474609375,0.999944806098938,486.891357421875,555.9696044921875,0.9999891519546509,522.3912353515625,540.8587646484375,0.999976634979248
